acronym
A130023E24Rik
Adam33
2610034B18Rik
Cyp4f14
2410080I02Rik
3300002I08Rik
Ebf2
B3glct
Mxi1
Cdca7
Fam160b1
Rassf6
Slc30a4
Tab3
Olfr137
Slc16a4
Snapc2
Ascc2
Fhod3
9630013P03Rik*
Bhlhe22
Mbtd1
Rnf112
Armc1
Rae1
LOC434407
Vmn2r66
Kcna5
Slc22a1
Pitpnc1
Adamts17
H1f0
Npr3
Clcnkb
Bola2
Ccdc183
Rnf157
Lgals3
Emc2
5330403O16Rik*
Mex3d
Shroom3
Ttc39b
Irg1
Deptor
Ddx19a
Acss2
Upb1
Megf10
Gm28856
Nts
Slc17a8
Stx12
Rdh5
Rpl35a
Txndc8
Plb1
Tmem63c
Olfr1271
9230110F15Rik
Zscan4c
LOC433092
Wdr43
Ugt2b5
Gucy2f
Cbln2
Edrf1
Nav1
Rnft1
Fgfr2
Hnrnpk
4833408D11Rik
Rpl17
Fam188b
Fbxl2
1700024G13Rik
Man2c1
G630064H08Rik
Phf13
Cmip
Adam17
Gskip
Vstm2b
Ptk7
Ubp1
Gm1834
Dmp1
Cgn
Med30
LOC544977
4921513I03Rik
Hmgn1
Erbb4
Kdm3a
Il12rb1
Ranbp3
E030042O20Rik
Sox17
Pan3
Taok1
Meis1
Rpa2
Xrcc4
Fry
Gm1040
Txndc16
Arhgap32
Cbln4
Dmrt3
Cckbr
Gm4912
Cd160
Gmfb
Acot2
Prop1
Efs
Cyp4f16
Pick1
Scml2
Lrrc14b
Gtf3c1
Emd
Ikbke
Zfp772
Siae
Mt1
Engase
Ccbl2
Pfdn5
Mamstr
Adpgk
Mettl15
Nr5a2
Sars
Abca14
Gpr174
Itgal
Tgfb1
B3gnt8
Pfkl
1700001F09Rik
Mm.48776
Ppp1r8
Osgepl1
Spint4
Slc51a
Dsel
Arid1a
Rnf24
LOC381788
A4galt
Lgi2
Slc18a3
Ncaph2
Eif1b
Fanci
Acsm3
Nsd1
Bnip3
Uaca
Taf6
Nufip2
Fam179b
Tpd52l2
Adamts2
Ecd
Rhox11
Lrrc3b
Acsl6
Tcp10a
C2cd2
Gm426
Gm4774
H2-M10.4
Cntn2
Adamts12
9430062P05Rik
Timm50
Lgals2
Draxin
Gm1855
Usp16
Kctd12
Rgs9bp
1600029I14Rik
Rnf19b
Gnrh1
TC1414896
Ube2h
Tarbp2
Snupn
Fgd4
Aip
Inpp4b
Pcdhga8
Ccdc67
Pou2f3
Gm7723
Matn1
1700042G07Rik
1810055G02Rik
Cldn9
Ssc4d
Tifab
Luc7l2
Madd
Cnbp
Dbhos
Sipa1
Ppp1r2-ps7
Hunk
Pim1
Abcc3
Akr1c12
Kdm1b
AI450948
Setd4
Otos
Tmem61
Ankrd35
Tfpi
Prss29
Primpol
Sertad1
4833439L19Rik
5730446D14Rik
Enthd2
Zfp37
Ctbs
Dapk2
Slc19a1
1810013L24Rik
Xlr4c
4933434M16Rik
4732465J04Rik
Gmcl1l
Lin52
Arid5a
Tmem191c
Rnf149
Pex11g
Zscan22
Hmgb4
Fam178b
Gle1
Ccnd2
Lhfpl3
Sec13
Slitrk2
Xpo5
Gpcpd1
Ppfia3
Fbxo30
Kpna3
Moap1
Pfas
Lrrc4
Nudt8
Mrpl1
Med28
Hnmt
Tmem8b
3010085J16Rik*
Luzp1
Umodl1
LOC432871
Kcnk16
Copb1
Pcdhga9
Aatf
Hmga2
U2af1
Ccdc68
LOC432648
Prpf39
Tmem231
Kcnn4
4930468A15Rik
Tsta3
Akr7a5
Chrna1
Vrk1
Tmem140
Tbp
Slc35e3
Bmp4
Bola1
4933427G17Rik
Mixl1
5430440L12Rik
Kng2
Tlr8
Ccl20
1810034E14Rik
Hspa1l
Cyp3a11
Olfr564
Cdrt4
Olfr314
Zfp143
BC021614
4930417O22Rik
Ceacam9
C8a
Marcks
LOC546378
Prr15l
Lgi1
Nptx2
Sh3glb1
A630085K21
Grb7
1700008P02Rik
Usp19
Tpm2
Cenpe
Lrrc71
Akip1
Entpd5
Figla
Rbmx
Grcc10
TC1460196
TC1412975
Stat6
Rnf144b
Scube2
Agr3
Trim59
Tenm4
H2-DMb2
Pold1
Siglech
Micu3
Eya3
Spen
Gnptab
Tnip2
Olfr67
5031439G07Rik
Edn2
Ccdc150
Zfp1
Bmp2k
Snw1
Cmtm5
F830221A01Rik*
Ccdc130
Tmem74
Gpr146
Mllt11
Dennd4b
Lppr1
Armc7
Prss54
Rnf135
LOC433963
Tmprss15
Pard3
Wisp1
Inmt
Gfra2
9330181H08Rik*
Tspear
Tspan11
Card14
Fastk
Mm.24003
Ptx4
Mthfd2l
Stx18
Sept6
Sparcl1
I0C0017H17Rik*
9430041J12Rik
Dnajc5g
Itlnb
Tmem54
Ptchd4
Psg16
LOC436456
Cxcl10
B4galt2
Med20
Zik1
Tuba1a
Spcs1
Cnppd1
Trappc9
Apeh
Pgam1
Foxf2
Nfe2
Tmco5b
Gprasp2
Tbc1d12
Slc6a14
Ptprcap
Oas1f
Actl6b
Nfkbiz
Scgb1a1
Ankrd53
Pttg1ip
Gm5265
Kcnip3
Impdh1
Mc1r
E230001N04Rik
Ldlrad3
Thtpa
Gm154
Fam208b
Cd2bp2
Tram1
Twist1
Flg2
Klhl38
Nup188
Bmp2
Olfr424
Lrp6
Mfsd8
Npsr1
Prl3c1
Uts2
Tmem171
Eri2
Arfrp1
6530402F18Rik
Wdr55
1700112M01Rik
Pstpip2
Itga9
Ndufs1
Agap3
Ptprj
A1cf
Elp3
Pcdhb2
Mlf1
Cep170
Trappc3l
Lpcat3
Mobp
Dnajc25
Spg11
Ppp6r3
Nos1
Dpp4
Msra
Mm.185016
Slain2
Mob2
Tas2r118
Zfp467
Aarsd1
Gm4836
Zfand1
Gnrhr
Cyp4a28-ps
Naa16
3010026O09Rik
Esrrb
Gpr111
Gm1610
Pcdhgc4
G6bos
Nsun4
Spr
Paxbp1
Vprbp
Psmb9
Dixdc1
Pfdn6
Pald1
Pgm3
Defb1
Syt13
9430020K01Rik
Clcf1
Tnfrsf17
4833414E09Rik
Mrpl45
Dvl1
Aacs
Tmem41a
Pnkp
Mtus1
Ppm1m
Btg1
Carf
Nwd1
Npy2r
Zfp362
Eif4a1
Lysmd2
Nol3
Tbx3
Cmtm7
Nosip
Nes
Olfr678
Piwil1
Onecut3
Tmem106a
Prdm15
LOC434382
Ap1m1
Abcd1
Fam101b
Cnga1
Sdccag3
Dhrs2
Fbn2
Ovca2
Fam65a
Sar1b
Vta1
Ppan
2810007J24Rik
AW557046
Atrip
Aak1
Wrn
Csrp1
Cnpy3
Serpinb9d
Phxr1
Sarm1
Amer1
Efcab5
Ywhab
Rps6kb1
C2cd5
Itga3
TC1420744
Fbxl14
Aqr
Atad2b
Dmap1
Atp8b3
Gm5533
Pcdhb21
C330006A16Rik
Cald1
Dnajb2
Trim26
Gm5478
Adck2
Nobox
Zfp709
Itsn2
Ddx47
Htr3b
Foxn2
Khnyn
Pacs2
H2-Oa
Gnal
2410088K16Rik
Fdx1
Isca1
LOC434165
Mbtps1
Cenpn
Hook3
Olfr143
Mybbp1a
Noc3l
Scrn1
Gm6583
I0C0021L08Rik*
Cenph
Fut1
Gm5084
Fam46d
Itln1
D830014E11Rik
Il1rn
Cgref1
9630040P08Rik*
Fam110c
Xbp1
A830010M20Rik
Gabrb2
Gstt2
Inpp5j
Myg1
Cdc16
Sptan1
Lacc1
Gnat1
Pik3r6
Kif4
Zfp799
Rab39b
Pelp1
0610010K14Rik
C630002N23Rik
Tbc1d17
Chp1
Secisbp2l
Elmod3
AI467606
Crebl2
1700007K13Rik
Ddx49
Kcnq3
Gpr124
Ptgis
B230354K17Rik
G0s2
Myef2
Txnrd3
Mm.359168
Psma2
Pex5
Tmem246
Snx22
Rhbdl1
Ptp4a3
Arhgap9
Asl
Slc25a26
Rsph4a
Chpf
Taz
Creld1
Snap25
Cep63
Cnih4
Snip1
Ucma
Zfp764
Mrps9
Fam222a
Zfp358
Stmn3
LOC432689
Mertk
Trip11
LOC214238
Trim34a
Morn2
Akap6
Farsa
Fgf20
Ppp1r14a
Trim13
Mmd2
Lpl
Traf1
Cyba
D030059C06Rik
Dtymk
LOC545785
Eci3
9130227L01Rik
Stxbp6
Smyd2
Mre11a
Sds
Ift43
Tbcel
Dact2
As3mt
Rhobtb2
Emc3
Mmd
Auh
Stard4
5930412G12Rik
Klhl20
Mm.211000
Recql5
Rtn4rl1
Il2rb
Tmem25
Serpinc1
Aamp
Tnnt1
Lxn
B230220B15Rik
Lrrn3
Ccl11
4933401B06Rik
Vash2
Ttf2
Arhgef28
Plcg2
Hspa4
Tspyl5
LOC385069
Cdk5rap3
Zfp599
Pi15
Zbtb41
Olfr555
Nsun7
Pabpc2
Tbcd
Gng7
Zswim7
Efna5
Tead4
Dner
Utp15
G630041M05Rik
Slc39a5
Fnbp4
Cysltr1
Paqr8
Cd47
Cant1
Golim4
Itpripl1
Syngr1
Rasgrp1
Dlx1as
Dpy19l4
Rit1
Afp
Lcn12
Frzb
Oas2
Lppr5
Cep72
Klrb1f
Epb4.1l4a
Ppp1r15b
LOC545665
Rpl36a
Mtx2
Tmem214
Fzd10
Slc10a6
Hcfc1r1
Wdr27
Gm5083
A430005L14Rik
Fosl2
Gm16938
F830218M08Rik*
Pbdc1
Snhg6
Prr16
Hoxa6
Olfr1026
Sobp
Sod3
Mtch2
Cyp2d9
LOC433965
Pld3
Ppcdc
Cdc42ep1
Stk10
9430088L24Rik
Bzw2
Apol8
Myocd
Qk
Snrnp27
Mm.171079
Trim66
Rbm17
Prss3
Gm655
Fez2
Mm.216517
Kcnj11
Abo
Dohh
Zic1
Txn1
Pop4
Plekhg3
Btrc
Ddx3x
6430567L13Rik*
Slc27a4
Agt
Pigyl
4930452B06Rik
Ubxn4
Grm5
Zfp583
Caml
3110099E03Rik
Trpm3
Dazap1
Ttc12
Gkn1
Doc2b
Slc35b4
Rogdi
Zfp418
Map2k4
Tnfsf15
Irx5
Mfap3
Ifnb1
Stard5
Pnma2
LOC436200
Smarca4
Fam192a
Rorb
St6galnac6
Gbp6
Cys1
Tpx2
Tstd3
Ap1ar
Slco2a1
Gpx4
Prdm14
Hmbs
A130084B18Rik*
F2rl1
Hoxd4
Lmnb1
Trim32
Abhd4
6820421L05Rik*
Ptplb
1700087M12Rik*
Arhgap39
Ifitm7
Ndc80
Dbndd1
Srp54a
Gm1571
Ckb
Churc1
Pxt1
4933417A18Rik
Cer1
LOC434061
Ifitm3
Sp100
LOC383692
Gck
Fgd6
Mip
Tnrc6b
Cyth4
Btnl1
Apip
Gm5551
Gm11541
Klhl12
Depdc1b
Agbl4
U2af2
Sult1b1
Pwwp2a
Tnnc1
Pitx3
Ryr1
Mad1l1
Selm
Foxa1
Ror2
Esrrg
Mrpl18
Neil2
Csf1
Dnajb7
Mars
Agfg1
Gng3
Ghr
Tvp23b
Dppa5a
Bphl
Vps25
Med26
Olfr681
Myh14
F930043J12Rik*
Gm1553
Ehd3
Ccm2l
Depdc1a
Hapln4
Rnf145
Sp8
Ptprn
Usp2
Usp37
Sstr5
Ddhd2
Pdilt
Echdc2
4933427G23Rik
Pacs1
Myo6
Tagln
Agbl1
Celf2
Zfp622
LOC436014
Sap30l
Zc3h7a
Map3k5
4930435E12Rik
Ceacam3
Zfp874b
Klhl32
Dusp12
Pofut1
Fbxw10
Ppp1r10
Clec4n
Gjb6
Dhx29
Timm22
LOC434199
Hopx
Drd3
Gh
Magef1
Dbx2
Mrgprb5
Cyp7b1
Pskh1
Apol10a
Hmgn3
Skap2
Macrod1
Cers2
Parp4
Gaa
Spink3
Nae1
2610316D01Rik
Kif3c
Sugp1
Rpl5
Cd86
I920196L20Rik*
Herc1
Rspry1
Zfp248
1700069B07Rik
Terf1
Lrat
Dars2
Fscn1
Zfp120
Akp3
Rgag1
Serpina10
Mab21l3
Frs3
Gen1
Mastl
5830477G23Rik
1110051M20Rik
Cypt4
Gjc3
F830208N12Rik*
Epha3
Mocs2
Gpx7
Cript
Snx32
MGC7717
Pias1
Defa-rs1
Ddx54
Apon
4930558G23Rik*
Ogg1
Lca5l
Ndufb4
Unc13a
Creb3l1
Tcf12
Olfr279
Tomm70a
LOC432612
Prl7d1
Spata31d1a
Gphb5
4930449E01Rik
4933411O13Rik
Tnrc18
Cxcr1
1700009N14Rik
9530085C10Rik*
Fam129a
Hint3
BC021891
Nr1i2
Slco1a4
LOC381872
Erp27
LOC385446
Mroh1
Col1a1
Tacc3
Enoph1
Lat2
4930502E18Rik
Cd70
Rab7
Fbp1
Plk4
Pygo2
AF366264
9430025C20Rik
LOC433706
Agfg2
Glrp1
D2hgdh
Ccdc163
Cd200r2
Actb
Sh3gl2
Atp6v1f
Apex2
C030003M13Rik*
Gtpbp1
Mrpl39
A930038B10Rik
5330438D12Rik
Cd7
4833413E03Rik
Ppp1r16b
Serpina11
Aqp7
E030044B06Rik
Arhgef38
Clip1
Traf3
Ret
B4gat1
Zdhhc12
Mypop
Slc23a3
Lctl
Tram1l1
Galnt2
Ppm1k
Sf3b4
Ppp1r18
Olfr735
Zcchc11
Dnal1
Fbrs
Gm1667
C2cd3
Kdm5c
Rnase1
Phf5a
Creb3l4
Nfkbib
4933427E13Rik
Pabpc4l
Asb2
Thoc3
Hid1
5530400C07Rik*
Nanog
Rab5a
Tex10
Ppp1r14c
Plcxd3
Trmt6
Oprd1
Tpst2
Ampd3
Dlx3
Tmub2
Wasf2
Tgfa
Fam57a
4930541O19Rik
Dock8
Mut
Rpp40
Tas2r123
Rgl1
Cirh1a
Cit
Pja1
Cyp2j5
Txlng
Hormad2
Tmem204
Satl1
Fgf10
Ddx60
Reg2
Dennd4c
G270054J13Rik*
F830201C10Rik*
Epb4.1l5
Kcnj14
Zfp711
Tnpo1
Ccdc178
Begain
LOC432877
Ces2f
Rtca
Cand2
XM_356036
Caskin1
Csrp3
Hfm1
Eif1ad
LOC381754
Camk1g
Pcsk4
Prodh
Rpusd1
Krt42
Rab26
Atxn2
Chd8
Cpn1
Dhodh
Fam183b
4930549C01Rik
Tspan1
Zfp760
Serinc2
Mybl2
Slc19a2
Pcsk7
Pmaip1
Entpd4
Gcat
Zbtb21
Rasl11b
Lmx1a
Nek11
Cpvl
Gata1
Pum1
C430049B03Rik
Pla2g4a
4933433C11Rik
Actr5
6330444E15Rik
Men1
Hspb1
Ccz1
Magee2
Hcfc1
Celf6
Psma3
Usp34
Olfr479
Pla2g3
Ncl
H2bfm
Ttc21b
4931409K22Rik
Gm10499
Slc25a1
Rap1gds1
A330041K01
Mettl13
Igf1r
P2ry1
Igsf11
Scg5
Ecscr
Arih1
Sema4a
Rapgef1
Oas1c
Ppox
Pkm
Gm1582
Rac3
Lrrc7
LOC435374
2310015B20Rik
Il1b
Grin3b
Cux2
Defb48
Ppm1h
Ucn
Olfr309
Stk4
Aoc2
2300002M23Rik
2310022B05Rik
Mcts1
Gjd2
Calhm2
Fcrla
M6pr
Nudt11
1700092C17Rik
Ap2a2
Pah
Cdk20
Fbxw21
Notch1
Cldn3
LOC434313
Nos2
Mrgprb3
Aoah
Josd1
Mup4
Ern1
Gm4887
Mrpl53
Emp2
4921525O09Rik
Scai
1700017G19Rik
Ier5
Slc27a2
Sdhaf2
Vps52
Cacnb2
Cyp3a13
Cope
Fam89a
Fchsd1
R74862
Rif1
BC026585
Carhsp1
Serpina1d
Tenm3
Clpb
Tjp3
Olfr731
Rreb1
Ppp1r42
B930072A22Rik*
LOC435511
Lrrc16b
Rit2
Zfhx2os
Ccdc101
Wwtr1
Uso1
1700019L03Rik
Osbpl6
Bpifb1
Cela3b
4921536K21Rik
Shmt1
Lyzl1
Apobr
Nrp1
Map1a
Tfr2
Araf
Bmpr1b
Hoxd8
Nedd1
Ociad1
LOC436436
Zmynd11
Eppin
Nudt2
C1qtnf4
Sfrp1
Acaa2
Abhd11os
C330018D20Rik
Cyyr1
Slc6a3
Mycbp2
Itpr3
Eva1b
Map2
Zfp827
Aspdh
Svs5
Olfr536
1700028K03Rik
F630306D02Rik*
Ruvbl2
F430115D03Rik*
Tpbpa
Olfr357
Vipas39
Nlrp9b
Pkd1
Slc30a5
Sgol1
Heatr3
Olfr610
Rqcd1
F430201E05Rik*
Zfr
Arhgap20
Mfsd2a
Tpp2
Commd10
Tdpoz1
Farp2
Tpbpb
Zfp771
Eral1
Mvb12a
Krt222
Jmjd6
Sys1
LOC433207
Psmd11
Cma1
Stt3a
Lfng
Btbd3
Naa20
Ccdc64b
Oasl2
Slc26a8
Gsdma
Kdm2a
Hoxc4
Samsn1
Selo
Svopl
Scamp1
Polr2c
Olfr323
Rbak
Spata2
Plat
Wnt5b
Ovch2
Ears2
Pnpla7
Klf2
Cbln3
Gm15229
Hist1h2ac
Itgax
3426406K10Rik*
Prdm9
Antxrl
Slc15a4
Adipoq
Eid2
Trpm1
Eva1a
Ankrd34a
Themis
Gm979
Gpr18
Zwint
1700074P13Rik
Prl5a1
Plcb1
Zfp939
BC061237
Tubgcp4
Pappa
Rpap3
Wnk3
AA986860
Rwdd2a
Svop
Gm1627
Uba3
Dpp8
Diras1
Pdgfc
Igdcc4
Cited2
Med22
5430401F13Rik
Snapc4
Rsrc1
Bcl2l13
Casp6
Timm44
Mat2b
Ptov1
LOC432885
Tfap2b
Fam216a
Surf2
Vkorc1
Glp2r
Zbtb17
Kif6
Shkbp1
Rpl8
Tmbim4
Gstm7
Hddc2
Ccl27a
Dek
Dmbt1
Lrrc55
C230015M18Rik*
Stambpl1
Comt
Gnai2
Apoa4
Gzmf
Cbr4
Cse1l
LOC434360
mCG113542.1
Chrna5
I920003L04Rik*
Sap130
Snrpa
4921530L21Rik
Hist1h1e
4933427D06Rik
Rps9
Grk4
2310040G07Rik
Utf1
Kcnc3
Enpp2
Gja4
BC027092
Fanca
Mylk
Rgl2
Mm.121392
Samd5
LOC432459
Scaf11
Tnrc6a
Fmn2
Cdh4
Dclre1c
Ubxn1
Snx19
Fndc3a
8430417E04Rik*
Ubr1
Galp
Zswim2
Usp15
Mm.330624
Kcnj9
Ftsj1
1700112H15Rik
Tcf15
Vmn1r76
Nuf2
Pcp2
Wnk2
Limd2
4921531P07Rik
Rhof
1700055D18Rik
Mrpl37
Cd276
Flt3
A430089I19Rik
2310003H01Rik
Bysl
Rpgrip1l
Lgals4
Zfp72
Impg1
Sugct
Btf3l4
LOC435668
Rnf4
Hltf
2310039L15Rik
Aadac
4930515G13Rik
1810019D21Rik
Lins
Zfp954
Bend6
4930545L08Rik
Ier3ip1
Ncf2
Rbpj
Rad18
Lat
Ccr5
LOC433701
Gbas
Apobec2
Arhgap33
Tnfsf13b
Fam71d
Zfp14
Ap1s2
mCG145435
Lypd4
Nmt1
Sema3b
Sec31a
LOC433947
Sema3g
LOC436390
Mid1ip1
Dzip1l
Eif2a
Rdh14
Npc1l1
Cfb
Fbxw4
Gm20557
Spp2
LOC433071
Tex2
Leng1
TC1445412
Ccng1
Zfp212
LOC432901
Stx1b
LOC434660
Pms1
Gm10010
Pnck
Eno4
Zmym2
Gatm
Nkain1
Mm.308721
Tmem38b
Prkrir
Fam171a2
Nln
Rnf166
Sfswap
A930018M24Rik
Tbk1
Lalba
Bmi1
1700029P11Rik
C77370
Fbxl21
4932429F07Rik*
Nudt12
Cdkl1
Sox30
Ccdc132
Fkbp5
Psmb10
Scn8a
Klf13
Scml1
Pkd2l1
1600022D10Rik
Ica1
Wfdc16
Serpinb7
Npc2
Mb21d1
Wdr74
Pcsk6
Pgk2
Kctd4
Stip1
LOC328602
Lsmem1
Hpca
Bspry
LOC239679
Fam168b
Lta4h
Grrp1
Vmn2r-ps105
Ubac1
Rps24
Gm5563
Itgad
Bco2
H2afy2
Map3k11
Clptm1
Anln
Glra1
Zfp773
3300002P13Rik
B130006D01Rik
Trp73
Zc3h10
Hyi
Ccdc89
Tpmt
Prdx6b
C130023O10Rik
Il27ra
Atxn7l3b
Nrl
Cfap69
Snap23
D130047A11Rik*
March5
D930046H04Rik
Zfp661
Inip
Ulk4
Cdca7l
Tmem139
D630039A03Rik
Bpgm
Ms4a1
Olfr1443
2510009E07Rik
Glra3
Lmf2
Myoc
Entpd2
Zfp708
4922505F16Rik*
Npas4
Rab25
Fbxw2
Chchd4
AI606181
Ltv1
Zfp608
Kctd13
LOC238771
Abca2
Pqbp1
Olfr1230
Tmem81
Smg9
LOC432852
Ddit4l
Asb5
St6galnac3
Tmem209
Dip2c
Lgsn
Trpc2
Mmgt1
I1C0048O07Rik*
Crygn
Rnf103
Aurka
Micall2
Cul9
Toe1
Baiap2
Gm595
1700065D16Rik
Ireb2
Gm8766
Nkain2
Olfr561
Il27
Pcdh1
Kbtbd4
3110079O15Rik
Hoxc11
Eppk1
Them7
Kif1b
Axin2
LOC436358
Gorasp2
Ly6g5b
Kcnmb2
Zfp53
5730420D15Rik
L3mbtl2
Cib2
B430203M17Rik
1700042B14Rik
Tmem109
Cic
Daf2
Ugt2b38
Casq1
AY702103
Prkra
5830411J07Rik
Akr1e1
Yaf2
Dusp14
Trim55
4931408C20Rik
Noc2l
Ezr
Prkag3
4930592C13Rik
Dync1i2
Pcgf1
Tinf2
Olfr691
Mrgprh
Tnfaip8l3
Ubtd2
Rnf121
Actl9
Dnase1l1
Olig3
Pdzrn3
Uqcrfs1
Zfp13
Fcor
Fam118b
Il33
Serpina7
Upk1b
Cetn4
Crip2
Scrib
LOC433997
Chmp7
LOC436335
Dmrt2
Dnajc11
Catsper2
Dcaf12l1
LOC328369
1700019M22Rik
Mei4
H2afx
Zfp618
Tma7
Daam2
LOC433055
9430008C03Rik
Gnptg
Brd8
9030203C11Rik
Sh3rf2
Tmem263
1700040D17Rik
Kcnj5
LOC436410
1110038F14Rik
Peli1
Prnp
Gpsm1
Cyp7a1
Taok2
Nt5dc3
Fbxl15
Thap1
Tshz2
Tgfb1i1
Rspo3
Slco1c1
4930512B01Rik
Zfp938
Smn1
Nckap1
Csnk1g1
Utp6
Th
Mknk1
Sf1
Foxn3
Tmem87a
Klrd1
Epha10
Pank2
Mm.26272
Maged2
Ube2f
LOC433627
Ctso
Rgs10
Il17rd
Akt1s1
A330035P11Rik
Wdr20
Gm5475
AI427809
Ppp1r14d
Taf1d
Zp3
Hes2
Clps
Adsl
Trh
Erp29
Sort1
Cdk2ap2
Bnc1
Cox8b
Lbx1
Rpp30
Foxa2
Ccdc174
Pycard
Tmeff2
Susd3
Mesp2
Asxl3
Hdac2
LOC670796
9830163H01Rik
Scpep1
LOC433005
Abcb7
Milr1
AF529169
Atp13a5
LOC432835
Hbb
Itpa
Olfr1387
Prdm16
Gm1141
Ptdss2
Spock2
Wdr59
Pla2g7
4921511H03Rik
